"Year","Plot","Tag","Taxon","X..cm.","Y..cm.","Tag.offset.x","Tag.offset.y","Length..cm.","Height..cm.","X..Capitulescences","Is.seedling","Died.this.census.final","Length..cm..prev","Growth","Survival"
2015,42,"1392*A","Eriogonum umbellatum",0.107099893353174,170.33940578488,-10,-10,1,1,0,1,FALSE,1,0,1
2016,42,"1392*A","Eriogonum umbellatum",1,168,-10,-10,0.5,1,0,0,FALSE,1,-0.5,1
2017,42,"1392*A","Eriogonum umbellatum",1,168,-10,-10,0,0,0,0,TRUE,0.5,-0.5,0
2015,42,"1393*A","Lupinus argenteus",10,160,-10,-10,2.5,2.5,0,1,FALSE,NA,NA,1
2016,42,"1393*A","Lupinus argenteus",10,160,-10,-10,3,4,0,0,FALSE,2.5,0.5,1
2017,42,"1393*A","Lupinus argenteus",10,160,-10,-10,2,2.5,0,0,FALSE,3,-1,1
2018,42,"1393*A","Lupinus argenteus",10,160,-10,-10,0,0,0,0,FALSE,2,-2,1
2015,42,"1394*A","Lupinus argenteus",19,184,-10,-10,3,3,0,1,FALSE,NA,NA,1
2016,42,"1394*A","Lupinus argenteus",19,184,-10,-10,8,5,0,0,FALSE,3,5,1
2017,42,"1394*A","Lupinus argenteus",19,184,-10,-10,14,7,0,0,FALSE,8,6,1
2018,42,"1394*A","Lupinus argenteus",19,184,-10,-10,0,0,0,0,FALSE,14,-14,1
2015,42,"1395*A","Lupinus argenteus",24,195,-10,-10,3,2,0,1,FALSE,NA,NA,1
2016,42,"1395*A","Lupinus argenteus",24,195,-10,-10,3,2,0,0,FALSE,3,0,1
2017,42,"1395*A","Lupinus argenteus",24,195,-10,-10,0,0,0,0,TRUE,3,-3,0
2015,42,"1396*A","Lupinus argenteus",24,197,-10,-10,3,2,0,1,FALSE,NA,NA,1
2016,42,"1396*A","Lupinus argenteus",24,197,-10,-10,4.5,4,0,0,FALSE,3,1.5,1
2017,42,"1396*A","Lupinus argenteus",24,197,-10,-10,0,0,0,0,TRUE,4.5,-4.5,0
2015,42,"1397*A","Lupinus argenteus",23,184,-10,-10,1,1,0,1,FALSE,NA,NA,1
2016,42,"1397*A","Lupinus argenteus",23,184,-10,-10,5,3,0,0,FALSE,1,4,1
2017,42,"1397*A","Lupinus argenteus",23,184,-10,-10,0,0,0,0,TRUE,5,-5,0
2015,42,"1398*A","Lupinus argenteus",26,196,0,-5,2,2,0,1,FALSE,NA,NA,1
2016,42,"1398*A","Lupinus argenteus",26,196,0,-5,0,0,0,0,FALSE,2,-2,1
2017,42,"1398*A","Lupinus argenteus",26,196,0,-5,4,4,0,0,FALSE,0,4,1
2018,42,"1398*A","Lupinus argenteus",26,196,0,-5,0,0,0,0,FALSE,4,-4,1
2015,42,"1399*A","Lupinus argenteus",63,195,-10,-10,2,2,0,1,FALSE,NA,NA,1
2016,42,"1399*A","Lupinus argenteus",63,195,-10,-10,7,4,0,0,FALSE,2,5,1
2017,42,"1399*A","Lupinus argenteus",63,195,-10,-10,14,10.5,0,0,FALSE,7,7,1
2018,42,"1399*A","Lupinus argenteus",63,195,-10,-10,0,0,0,0,FALSE,14,-14,1
2014,1,"14*A","Lupinus argenteus",20,130,10,0,34,13,6,0,FALSE,NA,NA,1
2015,1,"14*A","Lupinus argenteus",20,130,10,0,29,12,0,0,FALSE,34,-5,1
2016,1,"14*A","Lupinus argenteus",20,130,10,0,26,15,0,0,FALSE,29,-3,1
2017,1,"14*A","Lupinus argenteus",20,130,10,0,0,0,0,0,TRUE,26,-26,0
2014,13,"140*A","Elymus lanceolatus",145,60,-10,-10,2,4,0,0,FALSE,NA,NA,1
2015,13,"140*A","Elymus lanceolatus",145,60,-10,-10,6,10,0,0,FALSE,2,4,1
2016,13,"140*A","Elymus lanceolatus",145,60,-10,-10,13,15.5,1,0,FALSE,6,7,1
2015,42,"1400*A","Lupinus argenteus",43,147,-10,-10,3.5,2.5,0,1,FALSE,NA,NA,1
2016,42,"1400*A","Lupinus argenteus",43,147,-10,-10,6,7,0,0,FALSE,3.5,2.5,1
2017,42,"1400*A","Lupinus argenteus",43,147,-10,-10,0,0,0,0,TRUE,6,-6,0
2015,42,"1401*A","Lupinus argenteus",84,167,-10,-10,3,2,0,1,FALSE,NA,NA,1
2016,42,"1401*A","Lupinus argenteus",84,167,-10,-10,0,0,0,0,TRUE,3,-3,0
2015,42,"1402*A","Lupinus argenteus",118,171,-10,-10,3,2,0,1,FALSE,NA,NA,1
2016,42,"1402*A","Lupinus argenteus",118,171,-10,-10,8,4,0,0,FALSE,3,5,1
2017,42,"1402*A","Lupinus argenteus",118,171,-10,-10,10,5,0,0,FALSE,8,2,1
2018,42,"1402*A","Lupinus argenteus",118,171,-10,-10,0,0,0,0,FALSE,10,-10,1
2015,42,"1403*A","Lupinus argenteus",142,68,-10,-10,2,2.5,0,1,FALSE,NA,NA,1
2016,42,"1403*A","Lupinus argenteus",142,68,-10,-10,7,5.5,0,0,FALSE,2,5,1
2017,42,"1403*A","Lupinus argenteus",142,68,-10,-10,8,6,0,0,FALSE,7,1,1
2018,42,"1403*A","Lupinus argenteus",142,68,-10,-10,12.5,6.5,0,0,FALSE,8,4.5,1
2015,42,"1404*A","Lupinus argenteus",140,41,-10,-10,1.5,1.5,0,1,FALSE,NA,NA,1
2016,42,"1404*A","Lupinus argenteus",140,41,-10,-10,0,0,0,0,TRUE,1.5,-1.5,0
2015,42,"1405*A","Lupinus argenteus",172,33,-10,-10,2.5,2,0,1,FALSE,NA,NA,1
2016,42,"1405*A","Lupinus argenteus",172,33,-10,-10,8,4.5,0,0,FALSE,2.5,5.5,1
2017,42,"1405*A","Lupinus argenteus",172,33,-10,-10,0,0,0,0,TRUE,8,-8,0
2015,42,"1406*A","Lupinus argenteus",123,85,-10,-10,2,1.5,0,1,FALSE,NA,NA,1
2016,42,"1406*A","Lupinus argenteus",123,85,-10,-10,0,0,0,0,TRUE,2,-2,0
2015,42,"1407*A","Lupinus argenteus",102,9,-10,-10,2,1.5,0,1,FALSE,NA,NA,1
2016,42,"1407*A","Lupinus argenteus",102,9,-10,-10,1.5,1,0,0,FALSE,2,-0.5,1
2017,42,"1407*A","Lupinus argenteus",102,9,-10,-10,0,0,0,0,TRUE,1.5,-1.5,0
2015,42,"1408*A","Lupinus argenteus",154,3,-10,-10,2.5,2,0,1,FALSE,NA,NA,1
2016,42,"1408*A","Lupinus argenteus",154,3,-10,-10,4,2.5,0,0,FALSE,2.5,1.5,1
2017,42,"1408*A","Lupinus argenteus",154,3,-10,-10,0,0,0,0,TRUE,4,-4,0
2015,42,"1409*A","Lupinus argenteus",51,135,-10,-10,2.5,2.5,0,1,FALSE,NA,NA,1
2016,42,"1409*A","Lupinus argenteus",51,135,-10,-10,9,5,0,0,FALSE,2.5,6.5,1
2017,42,"1409*A","Lupinus argenteus",51,135,-10,-10,0,0,0,0,TRUE,9,-9,0
2014,13,"141*A","Chaenactis douglasii",150,60,-10,-10,7,9,6,0,FALSE,NA,NA,1
2015,13,"141*A","Chaenactis douglasii",150,60,-10,-10,1.5,0.8,0,0,FALSE,7,-5.5,1
2016,13,"141*A","Chaenactis douglasii",150,60,-10,-10,0.5,0.5,0,0,FALSE,1.5,-1,1
2017,13,"141*A","Chaenactis douglasii",150,60,-10,-10,0,0,0,0,TRUE,0.5,-0.5,0
2015,42,"1410*A","Lupinus argenteus",42,197,-3,-5,2.5,2.5,0,1,FALSE,NA,NA,1
2016,42,"1410*A","Lupinus argenteus",42,197,-3,-5,5,4,0,0,FALSE,2.5,2.5,1
2017,42,"1410*A","Lupinus argenteus",42,197,-3,-5,0,0,0,0,TRUE,5,-5,0
2015,47,"1411*A","Lupinus argenteus",63,0,-10,-10,3.5,3,0,1,FALSE,NA,NA,1
2016,47,"1411*A","Lupinus argenteus",63,0,-10,-10,6,4,0,0,FALSE,3.5,2.5,1
2017,47,"1411*A","Lupinus argenteus",63,0,-10,-10,0,0,0,0,TRUE,6,-6,0
2015,47,"1412*A","Lupinus argenteus",26,15,-10,-10,2,2,0,1,FALSE,NA,NA,1
2016,47,"1412*A","Lupinus argenteus",26,15,-10,-10,6,3,0,0,FALSE,2,4,1
2017,47,"1412*A","Lupinus argenteus",28.2522893798887,14.039681880831,-10,-10,1,1,1,0,FALSE,6,-5,1
2017,47,"1412*B","Lupinus argenteus",25.9227572395282,12.9243762658831,-10,-10,1,1,0,0,FALSE,NA,NA,1
2017,47,"1412*A","Lupinus argenteus",27.2412616843935,13.0012150248813,-10,-10,1,1,0,0,FALSE,1,0,1
2018,47,"1412*A","Lupinus argenteus",26,15,-10,-10,0,0,0,0,FALSE,1,-1,1
2015,47,"1413*A","Carex siccata",7,3,-10,-10,42,19,2,1,FALSE,NA,NA,1
2016,47,"1413*A","Carex siccata",7,3,-10,-10,37,17,8,0,FALSE,42,-5,1
2017,47,"1413*A","Carex siccata",7,3,-10,-10,9,6,0,0,FALSE,37,-28,1
2018,47,"1413*A","Carex siccata",7,3,-10,-10,0,0,0,0,FALSE,9,-9,1
2015,47,"1414*A","Lupinus argenteus",74,47,-10,-10,2.5,2.5,0,1,FALSE,NA,NA,1
2016,47,"1414*A","Lupinus argenteus",74,47,-10,-10,2,2,0,0,FALSE,2.5,-0.5,1
2017,47,"1414*A","Lupinus argenteus",74,47,-10,-10,0,0,0,0,TRUE,2,-2,0
2015,47,"1415*A","Lupinus argenteus",46,101,-10,-10,2,1.5,0,1,FALSE,NA,NA,1
2016,47,"1415*A","Lupinus argenteus",46,101,-10,-10,1,1,0,0,FALSE,2,-1,1
2017,47,"1415*A","Lupinus argenteus",46,101,-10,-10,0,0,0,0,TRUE,1,-1,0
2015,47,"1416*A","Lupinus argenteus",13,147,-10,-10,1,1,0,1,FALSE,NA,NA,1
2016,47,"1416*A","Lupinus argenteus",13,147,-10,-10,0,0,0,0,TRUE,1,-1,0
2015,47,"1417*A","Lupinus argenteus",29,171,-10,-10,0.5,0.5,0,1,FALSE,NA,NA,1
2016,47,"1417*A","Lupinus argenteus",29,171,-10,-10,0,0,0,0,TRUE,0.5,-0.5,0
2015,47,"1418*A","Lupinus argenteus",34,175,-10,-10,1,1.5,0,1,FALSE,NA,NA,1
2016,47,"1418*A","Lupinus argenteus",34,175,-10,-10,0,0,0,0,TRUE,1,-1,0
2015,47,"1419*A","Lupinus argenteus",44,182,-10,-10,3,2.5,0,1,FALSE,NA,NA,1
2016,47,"1419*A","Lupinus argenteus",44,182,-10,-10,5,3,0,0,FALSE,3,2,1
2017,47,"1419*A","Lupinus argenteus",44,182,-10,-10,0,0,0,0,TRUE,5,-5,0
2014,13,"142*A","Elymus lanceolatus",150,60,0,-10,9,23,1,0,FALSE,NA,NA,1
2015,13,"142*A","Elymus lanceolatus",150,60,0,-10,7,11,0,0,FALSE,9,-2,1
2016,13,"142*A","Elymus lanceolatus",150,60,0,-10,9,23,2,0,FALSE,7,2,1
2017,13,"142*A","Elymus lanceolatus",150,60,0,-10,9,15,0,0,FALSE,9,0,1
2018,13,"142*A","Elymus lanceolatus",150,60,0,-10,5,11,2,0,FALSE,9,-4,1
2015,47,"1420*A","Lupinus argenteus",1,197,-10,-10,2.5,3,0,1,FALSE,NA,NA,1
2016,47,"1420*A","Lupinus argenteus",1,197,-10,-10,6,4,0,0,FALSE,2.5,3.5,1
2017,47,"1420*A","Lupinus argenteus",1,197,-10,-10,7,6,0,0,FALSE,6,1,1
2018,47,"1420*A","Lupinus argenteus",1,197,-10,-10,0,0,0,0,FALSE,7,-7,1
2015,47,"1421*A","Lupinus argenteus",72,171,-10,-10,3.5,2,0,1,FALSE,NA,NA,1
2016,47,"1421*A","Lupinus argenteus",72,171,-10,-10,0,0,0,0,TRUE,3.5,-3.5,0
2015,47,"1422*A","Lupinus argenteus",118,159,-10,-10,1.5,2.5,0,1,FALSE,NA,NA,1
2016,47,"1422*A","Lupinus argenteus",118,159,-10,-10,3.5,2,0,0,FALSE,1.5,2,1
2017,47,"1422*A","Lupinus argenteus",118,159,-10,-10,6,4,0,0,FALSE,3.5,2.5,1
2018,47,"1422*A","Lupinus argenteus",118,159,-10,-10,0,0,0,0,FALSE,6,-6,1
2015,47,"1423*A","Lupinus argenteus",126,148,-10,-10,2.5,2.5,0,1,FALSE,NA,NA,1
2016,47,"1423*A","Lupinus argenteus",126,148,-10,-10,0.5,1,0,0,FALSE,2.5,-2,1
2017,47,"1423*A","Lupinus argenteus",126,148,-10,-10,0,0,0,0,TRUE,0.5,-0.5,0
2015,47,"1424*A","Lupinus argenteus",126,147,-10,-10,3,2.5,0,1,FALSE,NA,NA,1
2016,47,"1424*A","Lupinus argenteus",126,147,-10,-10,4.5,3,0,0,FALSE,3,1.5,1
2017,47,"1424*A","Lupinus argenteus",126,147,-10,-10,0,0,0,0,TRUE,4.5,-4.5,0
2015,47,"1425*A","Lupinus argenteus",150,155,-10,-10,2.5,2.5,0,1,FALSE,NA,NA,1
2016,47,"1425*A","Lupinus argenteus",150,155,-10,-10,9,5,0,0,FALSE,2.5,6.5,1
2017,47,"1425*A","Lupinus argenteus",150,155,-10,-10,1,1,0,0,FALSE,9,-8,1
2018,47,"1425*A","Lupinus argenteus",150,155,-10,-10,10.5,6.5,0,0,FALSE,1,9.5,1
2015,47,"1426*A","Lupinus argenteus",150,148,-10,-10,3,2,0,1,FALSE,NA,NA,1
2016,47,"1426*A","Lupinus argenteus",150,148,-10,-10,0,0,0,0,TRUE,3,-3,0
2015,47,"1427*A","Lupinus argenteus",73,195,-10,-10,2.5,2,0,1,FALSE,NA,NA,1
2016,47,"1427*A","Lupinus argenteus",73,195,-10,-10,4,4,0,0,FALSE,2.5,1.5,1
2017,47,"1427*A","Lupinus argenteus",73,195,-10,-10,0,0,0,0,TRUE,4,-4,0
2015,47,"1428*A","Lupinus argenteus",75,182,-10,-10,2,2,0,1,FALSE,NA,NA,1
2016,47,"1428*A","Lupinus argenteus",75,182,-10,-10,1.5,2,0,0,FALSE,2,-0.5,1
2017,47,"1428*A","Lupinus argenteus",75,182,-10,-10,0,0,0,0,TRUE,1.5,-1.5,0
2015,47,"1429*A","Lupinus argenteus",200,125,-10,-10,3,3,0,1,FALSE,NA,NA,1
2016,47,"1429*A","Lupinus argenteus",200,125,-10,-10,9,5,0,0,FALSE,3,6,1
2017,47,"1429*A","Lupinus argenteus",200,125,-10,-10,0,0,0,0,TRUE,9,-9,0
2014,13,"143*A","Elymus lanceolatus",150,65,0,10,9,18,2,0,FALSE,NA,NA,1
2015,13,"143*A","Elymus lanceolatus",150,65,0,10,24,21,2,0,FALSE,9,15,1
2016,13,"143*A","Elymus lanceolatus",150,65,0,10,18.5,21,6,0,FALSE,24,-5.5,1
2017,13,"143*A","Elymus lanceolatus",150,65,0,10,32,16,3,0,FALSE,18.5,13.5,1
2018,13,"143*A","Elymus lanceolatus",150,65,0,10,38,23,14,0,FALSE,32,6,1
2015,47,"1430*A","Lupinus argenteus",195,107,-10,-10,2.5,2,0,1,FALSE,NA,NA,1
2016,47,"1430*A","Lupinus argenteus",195,107,-10,-10,2.5,2,0,0,FALSE,2.5,0,1
2017,47,"1430*A","Lupinus argenteus",195,107,-10,-10,0,0,0,0,TRUE,2.5,-2.5,0
2015,47,"1431*A","Lupinus argenteus",171,132,-10,-10,1,1,0,1,FALSE,NA,NA,1
2016,47,"1431*A","Lupinus argenteus",171,132,-10,-10,0,0,0,0,TRUE,1,-1,0
2015,47,"1432*A","Lupinus argenteus",173,60,-10,-10,2.5,2,0,1,FALSE,NA,NA,1
2016,47,"1432*A","Lupinus argenteus",173,60,-10,-10,7.5,4,0,0,FALSE,2.5,5,1
2017,47,"1432*A","Lupinus argenteus",173,60,-10,-10,13.5,7,0,0,FALSE,7.5,6,1
2018,47,"1432*A","Lupinus argenteus",173,60,-10,-10,0,0,0,0,FALSE,13.5,-13.5,1
2015,47,"1433*A","Lupinus argenteus",174,111,-10,-10,2,1.5,0,1,FALSE,NA,NA,1
2016,47,"1433*A","Lupinus argenteus",174,111,-10,-10,3,2,0,0,FALSE,2,1,1
2017,47,"1433*A","Lupinus argenteus",174,111,-10,-10,0,0,0,0,TRUE,3,-3,0
2015,47,"1434*A","Lupinus argenteus",102,98,-10,-10,3,2,0,1,FALSE,NA,NA,1
2016,47,"1434*A","Lupinus argenteus",102,98,-10,-10,0,0,0,0,TRUE,3,-3,0
2015,49,"1435*A","Lupinus argenteus",54,40,-10,-10,2.5,2,0,1,FALSE,NA,NA,1
2016,49,"1435*A","Lupinus argenteus",54,40,-10,-10,3,2,0,0,FALSE,2.5,0.5,1
2017,49,"1435*A","Lupinus argenteus",54,40,-10,-10,0,0,0,0,TRUE,3,-3,0
2015,49,"1436*A","Lupinus argenteus",15,107,-10,-10,3,2,0,1,FALSE,NA,NA,1
2016,49,"1436*A","Lupinus argenteus",15,107,-10,-10,5.5,3.5,0,0,FALSE,3,2.5,1
2017,49,"1436*A","Lupinus argenteus",15,107,-10,-10,7.5,5,0,0,FALSE,5.5,2,1
2018,49,"1436*A","Lupinus argenteus",15,107,-10,-10,0,0,0,0,FALSE,7.5,-7.5,1
2015,49,"1437*A","Agoseris glauca",59,186,-10,-10,1,1,0,1,FALSE,NA,NA,1
2016,49,"1437*A","Agoseris glauca",59,186,-10,-10,0,0,0,0,TRUE,1,-1,0
2015,49,"1438*A","Agoseris glauca",59,187,-10,-10,1,1,0,1,FALSE,NA,NA,1
2016,49,"1438*A","Agoseris glauca",59,187,-10,-10,0,0,0,0,TRUE,1,-1,0
2015,50,"1439*A","Lupinus argenteus",82,153,-10,-10,3,2,0,1,FALSE,NA,NA,1
2016,50,"1439*A","Lupinus argenteus",82,153,-10,-10,4,3.5,0,0,FALSE,3,1,1
2017,50,"1439*A","Lupinus argenteus",82,153,-10,-10,2,1.5,0,0,FALSE,4,-2,1
2018,50,"1439*A","Lupinus argenteus",82,153,-10,-10,0,0,0,0,FALSE,2,-2,1
2014,13,"144*A","Elymus lanceolatus",160,65,10,10,5,25,1,0,FALSE,NA,NA,1
2015,13,"144*A","Elymus lanceolatus",160,65,10,10,11,16,0,0,FALSE,5,6,1
2016,13,"144*A","Elymus lanceolatus",160,65,10,10,16,20,1,0,FALSE,11,5,1
2017,13,"144*A","Elymus lanceolatus",160,65,10,10,13,24,1,0,FALSE,16,-3,1
2018,13,"144*A","Elymus lanceolatus",160,65,10,10,10,25,6,0,FALSE,13,-3,1
2015,46,"1440*A","Lupinus argenteus",10,5,-10,-10,3.5,3,0,1,FALSE,NA,NA,1
2016,46,"1440*A","Lupinus argenteus",10,5,-10,-10,3,3,0,0,FALSE,3.5,-0.5,1
2017,46,"1440*A","Lupinus argenteus",10,5,-10,-10,0,0,0,0,TRUE,3,-3,0
2015,46,"1441*A","Heterotheca villosa",20,18,-10,-10,1.2,1.2,0,1,FALSE,NA,NA,1
2016,46,"1441*A","Heterotheca villosa",20,18,-10,-10,3.5,2,0,0,FALSE,1.2,2.3,1
2017,46,"1441*A","Heterotheca villosa",20,18,-10,-10,0,0,0,0,TRUE,3.5,-3.5,0
2015,46,"1442*A","Senecio crassulus",29,17,-10,-10,0.7,1,0,1,FALSE,NA,NA,1
2016,46,"1442*A","Senecio crassulus",29,17,-10,-10,1.5,2,0,0,FALSE,0.7,0.8,1
2017,46,"1442*A","Senecio crassulus",29,17,-10,-10,0,0,0,0,TRUE,1.5,-1.5,0
2015,46,"1443*A","Senecio crassulus",33,14,-10,-10,0.8,0.5,0,1,FALSE,NA,NA,1
2016,46,"1443*A","Senecio crassulus",33,14,-10,-10,1.5,2.5,0,0,FALSE,0.8,0.7,1
2017,46,"1443*A","Senecio crassulus",33,14,-10,-10,0,0,0,0,TRUE,1.5,-1.5,0
2015,46,"1444*A","Viola praemorsa",35,13,-10,-10,0.7,0.5,0,1,FALSE,NA,NA,1
2016,46,"1444*A","Viola praemorsa",35,13,-10,-10,1,1.2,0,0,FALSE,0.7,0.3,1
2017,46,"1444*A","Viola praemorsa",35,13,-10,-10,0,0,0,0,TRUE,1,-1,0
2015,46,"1445*A","Eriogonum umbellatum",46,17,-10,-10,0.6,0.5,0,1,FALSE,NA,NA,1
2016,46,"1445*A","Eriogonum umbellatum",46,17,-10,-10,0,0,0,0,TRUE,0.6,-0.6,0
2015,46,"1446*A","Agoseris glauca",58,9,-10,-10,1.5,1.5,0,1,FALSE,NA,NA,1
2016,46,"1446*A","Agoseris glauca",58,9,-10,-10,2,3,1,0,FALSE,1.5,0.5,1
2017,46,"1446*A","Agoseris glauca",58,9,-10,-10,9,4,1,0,FALSE,2,7,1
2018,46,"1446*A","Agoseris glauca",58,9,-10,-10,3,2.5,1,0,FALSE,9,-6,1
2015,46,"1447*A","Senecio crassulus",56.9816895134817,31.244144249767,-10,-10,1,2.5,1,1,FALSE,NA,NA,1
2015,46,"1447*A","Senecio crassulus",54.5366890139467,34.5436239626544,-10,-10,1,2.5,0,1,FALSE,1,0,1
2016,46,"1447*A","Senecio crassulus",56,33,-10,-10,0,0,0,0,TRUE,1,-1,0
2015,46,"1448*A","Senecio crassulus",63,34,-10,-10,1.5,1.5,0,1,FALSE,NA,NA,1
2016,46,"1448*A","Senecio crassulus",63,34,-10,-10,0,0,0,0,TRUE,1.5,-1.5,0
2015,46,"1449*A","Senecio crassulus",67.9680241766727,24.5971375196533,-5,-5,1,2,1,1,FALSE,NA,NA,1
2015,46,"1449*B","Senecio crassulus",68.6819449134502,22.3883565612942,-5,-5,1,2,0,1,FALSE,NA,NA,1
2015,46,"1449*A","Senecio crassulus",66.2083326620125,23.2870557445953,-5,-5,1,2,0,1,FALSE,1,0,1
2016,46,"1449*A","Senecio crassulus",67,23,-5,-5,3,4,0,0,FALSE,1,2,1
2017,46,"1449*A","Senecio crassulus",67,23,-5,-5,7,5,0,0,FALSE,3,4,1
2018,46,"1449*A","Senecio crassulus",67,23,-5,-5,0,0,0,0,FALSE,7,-7,1
2014,13,"145*A","Heterotheca villosa",95,25,-10,-10,28,8,26,0,FALSE,NA,NA,1
2015,13,"145*A","Heterotheca villosa",95,25,-10,-10,30,6,26,0,FALSE,28,2,1
2016,13,"145*A","Heterotheca villosa",95,25,-10,-10,35,8,35,0,FALSE,30,5,1
2017,13,"145*A","Heterotheca villosa",95,25,-10,-10,32,7,117,0,FALSE,35,-3,1
2018,13,"145*A","Heterotheca villosa",95,25,-10,-10,20.5,5.5,1,0,FALSE,32,-11.5,1
2015,46,"1450*A","Heterotheca villosa",80,22,-10,-10,1,1.5,0,1,FALSE,NA,NA,1
2016,46,"1450*A","Heterotheca villosa",80,22,-10,-10,1,0.5,0,0,FALSE,1,0,1
2017,46,"1450*A","Heterotheca villosa",80,22,-10,-10,0,0,0,0,TRUE,1,-1,0
2015,46,"1451*A","Lupinus argenteus",83,13,-10,-10,2.5,3,0,1,FALSE,NA,NA,1
2016,46,"1451*A","Lupinus argenteus",83,13,-10,-10,0,0,0,0,TRUE,2.5,-2.5,0
2015,46,"1452*A","Arenaria congesta",79,9,-10,-10,1,1,0,1,FALSE,NA,NA,1
2016,46,"1452*A","Arenaria congesta",79,9,-10,-10,3,2.5,0,0,FALSE,1,2,1
2017,46,"1452*A","Arenaria congesta",79,9,-10,-10,5,1.5,0,0,FALSE,3,2,1
2018,46,"1452*A","Arenaria congesta",79,9,-10,-10,3,1,0,0,FALSE,5,-2,1
2015,46,"1453*A","Senecio crassulus",88,15,-10,-10,0.6,1.5,0,1,FALSE,NA,NA,1
2016,46,"1453*A","Senecio crassulus",88,15,-10,-10,3,4,0,0,FALSE,0.6,2.4,1
2017,46,"1453*A","Senecio crassulus",88,15,-10,-10,7,9,1,0,FALSE,3,4,1
2018,46,"1453*A","Senecio crassulus",88,15,-10,-10,4,4,0,0,FALSE,7,-3,1
2015,46,"1454*A","Senecio crassulus",92,17,-10,-10,1,1.5,0,1,FALSE,NA,NA,1
2016,46,"1454*A","Senecio crassulus",92,17,-10,-10,3,5,0,0,FALSE,1,2,1
2017,46,"1454*A","Senecio crassulus",92,17,-10,-10,8,14,1,0,FALSE,3,5,1
2018,46,"1454*A","Senecio crassulus",92,17,-10,-10,12.5,10.5,1,0,FALSE,8,4.5,1
2015,46,"1455*A","Viola praemorsa",96,16,-10,-10,0.6,0.8,0,1,FALSE,NA,NA,1
2016,46,"1455*A","Viola praemorsa",96,16,-10,-10,0.7,0.8,0,0,FALSE,0.6,0.1,1
2017,46,"1455*A","Viola praemorsa",96,16,-10,-10,1,1,0,0,FALSE,0.7,0.3,1
2018,46,"1455*A","Viola praemorsa",96,16,-10,-10,0,0,0,0,FALSE,1,-1,1
2015,46,"1456*A","Viola praemorsa",101,15,-10,-10,1,0.5,0,1,FALSE,NA,NA,1
2016,46,"1456*A","Viola praemorsa",101,15,-10,-10,2.5,2.5,0,0,FALSE,1,1.5,1
2017,46,"1456*A","Viola praemorsa",101,15,-10,-10,0,0,0,0,TRUE,2.5,-2.5,0
2015,46,"1457*A","Ivesia gordonii",108,14,-10,-10,0.8,0.8,0,1,FALSE,NA,NA,1
2016,46,"1457*A","Ivesia gordonii",108,14,-10,-10,3,1.5,0,0,FALSE,0.8,2.2,1
2017,46,"1457*A","Ivesia gordonii",108,14,-10,-10,0,0,0,0,TRUE,3,-3,0
2015,46,"1458*A","Heterotheca villosa",111.348251923978,10.0347709587973,-10,-10,1,1,1,1,FALSE,NA,NA,1
2015,46,"1458*A","Heterotheca villosa",109.759691946706,10.0398948094213,-10,-10,1,1,0,1,FALSE,1,0,1
2016,46,"1458*A","Heterotheca villosa",111,10,-10,-10,0,0,0,0,TRUE,1,-1,0
2015,46,"1459*A","Phacelia hastata",104,35,-10,-10,1,0.5,0,1,FALSE,NA,NA,1
2016,46,"1459*A","Phacelia hastata",104,35,-10,-10,1.2,2,0,0,FALSE,1,0.2,1
2017,46,"1459*A","Phacelia hastata",104,35,-10,-10,0,0,0,0,TRUE,1.2,-1.2,0
2014,14,"146*A","Lupinus argenteus",65,10,-10,-10,10,6,0,0,FALSE,NA,NA,1
2015,14,"146*A","Lupinus argenteus",65,10,-10,-10,4,3.5,0,0,FALSE,10,-6,1
2016,14,"146*A","Lupinus argenteus",65,10,-10,-10,5.4,3.5,0,0,FALSE,4,1.4,1
2017,14,"146*A","Lupinus argenteus",65,10,-10,-10,0,0,0,0,TRUE,5.4,-5.4,0
2015,46,"1460*A","Senecio crassulus",54,48,-10,-10,1.1,1.5,0,1,FALSE,NA,NA,1
2016,46,"1460*A","Senecio crassulus",54,48,-10,-10,1.5,3.5,0,0,FALSE,1.1,0.4,1
2017,46,"1460*A","Senecio crassulus",54,48,-10,-10,0,0,0,0,TRUE,1.5,-1.5,0
2015,46,"1461*A","Eriogonum umbellatum",77,54,-10,-10,0.5,0.5,0,1,FALSE,NA,NA,1
2016,46,"1461*A","Eriogonum umbellatum",77,54,-10,-10,1.5,2.5,0,0,FALSE,0.5,1,1
2017,46,"1461*A","Eriogonum umbellatum",77,54,-10,-10,0,0,0,0,TRUE,1.5,-1.5,0
2015,46,"1462*A","Senecio crassulus",83,54,-10,-10,1,1,0,1,FALSE,NA,NA,1
2016,46,"1462*A","Senecio crassulus",83,54,-10,-10,1.5,2.5,0,0,FALSE,1,0.5,1
2017,46,"1462*A","Senecio crassulus",83,54,-10,-10,9,6,0,0,FALSE,1.5,7.5,1
2018,46,"1462*A","Senecio crassulus",83,54,-10,-10,9,6,0,0,FALSE,9,0,1
2015,46,"1463*A","Lupinus argenteus",120,16,-10,-10,3,2.5,0,1,FALSE,NA,NA,1
2016,46,"1463*A","Lupinus argenteus",120,16,-10,-10,2,2.5,0,0,FALSE,3,-1,1
2017,46,"1463*A","Lupinus argenteus",120,16,-10,-10,0,0,0,0,TRUE,2,-2,0
2015,46,"1464*A","Lupinus argenteus",117,22,-10,-10,3.5,4,0,1,FALSE,NA,NA,1
