"Year","Plot","Tag","Taxon","X..cm.","Y..cm.","Tag.offset.x..cm.","Tag.offset.y..cm.","Is.seedling","Number.of.individuals.represented.by.tag","Notes","Tag.removed.in.year"
2018,17,"314","Lupinus argenteus",90,70,0,-10,0,1,"dead, tag missing",2017
2018,17,"315","Lupinus argenteus",105,80,-10,-10,0,1,"dead",2018
2018,17,"316","Lupinus argenteus",130,55,-10,-10,0,1,"dead, tag missing",2017
2018,17,"319","Lupinus argenteus",110,15,-10,-10,0,1,"dead, tag missing",2018
2018,17,"320","Lupinus argenteus",110,17,-10,10,0,1,"dead, tag missing",2017
2018,17,"321","Lupinus argenteus",111,18,10,10,0,1,"dead, tag missing",2017
2018,17,"322","Lupinus argenteus",117,15,-10,-10,0,1,"dead, tag missing",2017
2018,17,"323","Lupinus argenteus",199,130,-10,0,0,1,"dead",2018
2018,17,"324","Lupinus argenteus",150,105,-10,-10,0,1,"dead, tag missing",2017
2018,17,"326","Lupinus argenteus",155,150,-10,-10,0,1,"dead, tag missing",2017
2018,17,"327","Lupinus argenteus",115,160,-10,-10,0,1,"dead, tag missing",2017
2018,18,"1166","Lupinus argenteus",123,75,-10,-10,0,1,"dead",2018
2018,18,"331","Ivesia gordonii",30,90,-10,-10,0,1,"dead, tag missing",2017
2018,18,"332","Ivesia gordonii",35,85,-10,-10,0,1,"dead",2018
2018,18,"333","Ivesia gordonii",40,80,-10,-10,0,1,"dead, tag missing",2017
2018,18,"339","Heterotheca villosa",145,195,-10,-10,0,1,"dead",2018
2018,19,"1168","Lupinus argenteus",198,110,-10,-10,0,1,"dead",2018
2018,19,"1169","Ivesia gordonii",103,5,-10,-10,0,1,"dead, tag missing",2017
2018,19,"1170","Eriogonum umbellatum",148,30,-10,-10,0,1,"dead, tag missing",2018
2018,19,"1598","Eriogonum umbellatum",186,63,0,5,0,1,"dead, tag missing",2017
2018,19,"1599","Eriogonum umbellatum",184,59,-10,10,0,1,"dead, tag missing",2017
2018,19,"1601","Eriogonum umbellatum",165,135,-10,0,0,1,"dead",2018
2018,19,"1832","Heterotheca villosa",110,89,-10,-10,0,1,"dead",2018
2018,19,"1834","Heterotheca villosa",154,116,-10,-10,0,1,"dead",2018
2018,19,"1838","Senecio crassulus",178,44,-10,-10,0,1,"dead",2018
2018,19,"354","Ivesia gordonii",105,100,-10,-10,0,1,"dead",2018
2018,19,"362","Ivesia gordonii",160,110,-10,-10,0,1,"dead",2018
2018,19,"373","Ivesia gordonii",105,105,0,10,0,1,"dead, tag missing",2017
2018,20,"1177","Eriogonum umbellatum",8,16,0,-10,0,1,"dead, tag missing",2017
2018,20,"1178","Ivesia gordonii",22,28,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1184","Lupinus argenteus",38,28,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1185","Senecio crassulus",33,27,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1186","Eriogonum umbellatum",33,25,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1187","Lupinus argenteus",54,45,0,-10,0,1,"dead, tag missing",2017
2018,20,"1188","Lupinus argenteus",85,19,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1189","Lupinus argenteus",93,54,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1190","Lupinus argenteus",117,26,-10,-10,0,1,"dead",2018
2018,20,"1192","Chaenactis douglasii",195,85,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1194","Lupinus argenteus",185,192,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1195","Lupinus argenteus",187,193,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1196","Lupinus argenteus",186,188,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1197","Eriogonum umbellatum",162,170,-10,-10,0,1,"dead",2018
2018,20,"1199","Lupinus argenteus",155,162,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1200","Lupinus argenteus",153,162,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1201","Lupinus argenteus",140,187,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1202","Lupinus argenteus",95,115,-10,-10,0,1,"dead",2018
2018,20,"1203","Lupinus argenteus",75,178,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1204","Lupinus argenteus",130,120,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1205","Lupinus argenteus",50,188,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1206","Lupinus argenteus",55,182,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1207","Senecio crassulus",159,160,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1607","Chaenactis douglasii",39,12,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1608","Senecio crassulus",32,25,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1611","Lupinus argenteus",44,65,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1612","Lupinus argenteus",51,58,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1613","Lupinus argenteus",56,68,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1614","Lupinus argenteus",65,85,-10,-10,0,1,"dead",2018
2018,20,"1616","Lupinus argenteus",99,198,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1617","Lupinus argenteus",122,157,-10,-10,0,1,"dead",2018
2018,20,"1619","Arenaria congesta",105,150,-10,-10,0,1,"dead, tag missing",2017
2018,20,"1620","Chaenactis douglasii",100,40,-10,-10,0,1,"dead, tag missing",2018
2018,20,"1840","Ivesia gordonii",37,192,0,10,0,1,"dead",2018
2018,20,"1847","Ivesia gordonii",155,178,-10,-10,0,1,"dead",2018
2018,20,"1851","Lupinus argenteus",188,153,-10,-10,0,1,"dead",2018
2018,20,"1856","Agoseris glauca",22,56,-10,-10,0,1,"dead",2018
2018,20,"1857","Lupinus argenteus",28,52,-10,-10,0,1,"dead",2018
2018,20,"1859","Lupinus argenteus",66,66,-10,-10,0,1,"dead",2018
2018,20,"1860","Lupinus argenteus",66,70,-10,-10,0,1,"dead",2018
2018,20,"1863","Lupinus argenteus",64,33,-10,-10,0,1,"dead",2018
2018,20,"1864","Lupinus argenteus",64,37,-10,-10,0,1,"dead",2018
2018,20,"1869","Eriogonum umbellatum",58,37,10,0,0,1,"dead",2018
2018,20,"1870","Eriogonum umbellatum",45,43,0,10,0,1,"dead",2018
2018,20,"1871","Lupinus argenteus",39,39,0,10,0,1,"dead",2018
2018,20,"1872","Agoseris glauca",38,39,0,10,0,1,"dead",2018
2018,20,"1875","Eriogonum umbellatum",38,30,-10,-10,0,1,"dead",2018
2018,20,"1876","Lupinus argenteus",35,44,-10,-10,0,1,"dead",2018
2018,20,"1878","Penstemon whippleanus",35,27,-10,-10,0,1,"dead",2018
2018,20,"1881","Heterotheca villosa",7,15,-10,-10,0,1,"dead",2018
2018,20,"1883","Senecio crassulus",22,21,-10,-10,0,1,"dead",2018
2018,20,"1884","Senecio crassulus",16,28,-10,-10,0,1,"dead, tag missing",2018
2018,20,"1887","Senecio crassulus",1,27,-10,0,0,1,"dead",2018
2018,20,"1888","Lupinus argenteus",16,29,-10,-10,0,1,"dead",2018
2018,20,"375","Eriogonum umbellatum",8,8,10,0,0,1,"dead, tag missing",2017
2018,20,"376","Lupinus argenteus",8,18,5,-5,0,1,"dead, tag missing",2017
2018,20,"377","Lupinus argenteus",14,24,5,-5,0,1,"dead, tag missing",2017
2018,20,"378","Lupinus argenteus",20,27,5,-5,0,1,"dead, tag missing",2017
2018,20,"379","Ivesia gordonii",24,27,5,10,0,1,"dead, tag missing",2018
2018,20,"381","Lupinus argenteus",20,45,-10,-10,0,1,"dead, tag missing",2017
2018,20,"383","Lupinus argenteus",13,30,-10,-10,0,1,"dead, tag missing",2017
2018,20,"384","Lupinus argenteus",0,30,0,-10,0,1,"dead, tag missing",2017
2018,20,"385","Lupinus argenteus",5,30,0,-10,0,1,"dead, tag missing",2017
2018,20,"388","Lupinus argenteus",10,49,10,0,0,1,"dead, tag missing",2017
2018,20,"390","Lupinus argenteus",25,45,0,5,0,1,"dead, tag missing",2017
2018,20,"391","Lupinus argenteus",18,58,10,0,0,1,"dead, tag missing",2017
2018,20,"396","Lupinus argenteus",55,50,-10,-10,0,1,"dead, tag missing",2017
2018,20,"397","Lupinus argenteus",58,43,-10,-10,0,1,"dead, tag missing",2017
2018,20,"399","Ivesia gordonii",57,22,-10,-10,0,1,"dead",2018
2018,20,"405","Arenaria congesta",102,15,-10,-10,0,1,"dead",2018
2018,20,"411","Heterotheca villosa",125,100,-10,-10,0,1,NA,2018
2018,20,"419","Lupinus argenteus",190,145,-10,-10,0,1,"dead, tag missing",2017
2018,20,"420","Lupinus argenteus",180,170,-10,-10,0,1,"dead, tag missing",2017
2018,20,"422","Lupinus argenteus",180,180,-10,-10,0,1,"dead, tag missing",2017
2018,20,"424","Lupinus argenteus",155,185,-10,-10,0,1,"dead, tag missing",2017
2018,20,"425","Lupinus argenteus",150,185,-10,-10,0,1,"dead, tag missing",2017
2018,20,"427","Lupinus argenteus",165,193,-10,-10,0,1,"dead",2018
2018,20,"429","Lupinus argenteus",105,198,-10,-10,0,1,"dead, tag missing",2017
2018,20,"430","Lupinus argenteus",110,195,-10,-10,0,1,"dead, tag missing",2017
2018,20,"441","Eriogonum umbellatum",2,6,0,10,0,1,"dead",2018
2018,20,"443","Pseudocymopterus montanus",0,85,0,-15,0,1,"dead",2018
2018,21,"1208","Ivesia gordonii",15,160,-10,-10,0,1,"dead, tag missing",2017
2018,21,"1209","Eriogonum umbellatum",120,125,-10,-10,0,1,"dead, tag missing",2017
2018,21,"1621","Senecio crassulus",15,121,-10,-10,0,1,"dead",2018
2018,21,"1623","Phacelia hastata",95,150,-10,-10,0,1,"dead, tag missing",2017
2018,21,"1890","Eriogonum umbellatum",11,124,-10,-10,0,1,"dead",2018
2018,21,"1891","Phacelia hastata",121,177,-10,-10,0,1,"dead",2018
2018,21,"1893","Phacelia hastata",133,170,-10,-10,0,1,"dead",2018
2018,21,"1894","Phacelia hastata",156,55,-10,-10,0,1,"dead",2018
2018,21,"445","Heterotheca villosa",65,85,-10,-10,0,1,"dead",2018
2018,21,"447","Elymus lanceolatus",140,40,5,5,0,1,"dead",2018
2018,21,"448","Elymus lanceolatus",135,30,-5,0,0,1,"dead",2018
2018,21,"450","Eriogonum umbellatum",175,160,-5,0,0,1,"dead, tag missing",2017
2018,21,"451","Indet indet",150,110,-10,-10,0,1,"dead, tag missing",2017
2018,21,"452","Eriogonum umbellatum",165,160,-10,-10,0,1,"dead, tag missing",2017
2018,21,"453","Eriogonum umbellatum",135,130,-10,-10,0,1,"dead, tag missing",2017
2018,21,"454","Eriogonum umbellatum",130,175,-10,-10,0,1,"dead, tag missing",2017
2018,21,"455","Eriogonum umbellatum",90,130,-10,-10,0,1,"dead, tag missing",2017
2018,21,"456","Eriogonum umbellatum",105,180,-10,-10,0,1,"dead, tag missing",2017
2018,21,"457","Eriogonum umbellatum",160,180,-10,-10,0,1,"dead, tag missing",2017
2018,21,"459","Eriogonum umbellatum",140,200,-10,-10,0,1,"dead",2018
2018,21,"461","Heterotheca villosa",40,160,-10,-10,0,1,"dead",2018
2018,21,"465","Achnatherum lettermanii",35,128,-10,-10,0,1,"dead",2018
2018,22,"1625","Phacelia hastata",155,30,-10,-10,0,1,"dead",2018
2018,22,"1901","Eriogonum umbellatum",105,27,-10,-10,0,1,"dead",2018
2018,23,"1215","Lupinus argenteus",50,172,-10,-10,0,1,"dead",2018
2018,23,"1618","Lupinus argenteus",159,155,-10,-10,0,1,"dead, found in plot 20 (x=91, y=78).pulled 2018",2017
2018,23,"1902","Lupinus argenteus",175,90,-10,-10,0,1,"dead. New position",2018
2018,23,"485","Lupinus argenteus",190,80,-10,-10,0,1,"dead, tag missing",2017
2018,23,"486","Lupinus argenteus",180,110,-10,-10,0,1,"dead, tag missing",2017
2018,23,"487","Lupinus argenteus",185,112,0,-10,0,1,"dead, tag missing",2017
2018,24,"1909","Chaenactis douglasii",124,41,-10,-10,0,1,"dead",2018
2018,24,"1910","Chaenactis douglasii",131,13,-10,-10,0,1,"dead",2018
2018,24,"491","Eriogonum umbellatum",0,28,0,-5,0,1,"dead",2018
2018,24,"494","Elymus lanceolatus",119,13.25,0,10,0,1,"dead, tag missing",2017
2018,24,"505","Lupinus argenteus",195,130,-10,-10,0,1,"dead",2018
2018,25,"1220","Lupinus argenteus",155,75,-10,-10,0,1,"dead, tag missing",2017
2018,25,"1221","Lupinus argenteus",167,135,-10,-10,0,1,"dead, tag missing",2017
2018,25,"1222","Lupinus argenteus",175,180,-10,-10,0,1,"dead, tag missing",2017
2018,25,"1223","Lupinus argenteus",155,140,-10,-10,0,1,"dead, tag missing",2017
2018,25,"1626","Lupinus argenteus",80,86,-10,-10,0,1,"dead, tag missing",2017
2018,25,"1627","Lupinus argenteus",132,67,-10,-10,0,1,"dead, tag missing",2017
2018,25,"1628","Heterotheca villosa",182,105,-10,-10,0,1,"dead, tag missing",2017
2018,25,"1629","Chaenactis douglasii",182,106,-10,-10,0,1,"dead, tag missing",2017
2018,25,"1911","Lupinus argenteus",103,10,-10,-10,0,1,"dead",2018
2018,25,"1912","Lupinus argenteus",106,7,-10,-10,0,1,"dead",2018
2018,25,"1913","Lupinus argenteus",137,23,-10,-10,0,1,"dead",2018
2018,25,"1914","Lupinus argenteus",138,29,-10,-10,0,1,"dead",2018
2018,25,"1915","Lupinus argenteus",140,33,-10,-10,0,1,"dead",2018
2018,25,"1916","Lupinus argenteus",141,42,-10,-10,0,1,"dead",2018
2018,25,"1917","Lupinus argenteus",133,45,-10,-10,0,1,"dead",2018
2018,25,"1918","Lupinus argenteus",136,45,-10,-10,0,1,"dead",2018
2018,25,"1919","Lupinus argenteus",134,51,-10,-10,0,1,"dead",2018
2018,25,"1920","Lupinus argenteus",156,100,-10,-10,0,1,"dead",2018
2018,25,"1921","Lupinus argenteus",143,113,-10,-10,0,1,"dead",2018
2018,25,"1922","Lupinus argenteus",150,130,-10,-10,0,1,"dead",2018
2018,25,"1923","Lupinus argenteus",124,173,-10,-10,0,1,"dead",2018
2018,25,"1924","Lupinus argenteus",170,139,-10,-10,0,1,"dead",2018
2018,25,"1925","Lupinus argenteus",192,135,-10,-10,0,1,"dead",2018
2018,25,"1927","Lupinus argenteus",170,104,-10,-10,0,1,"dead",2018
2018,25,"1928","Lupinus argenteus",180,109,-10,-10,0,1,"dead",2018
2018,25,"1929","Lupinus argenteus",187,80,-10,-10,0,1,"dead, tag missing",2018
2018,25,"518","Lupinus argenteus",18,13,-10,-10,0,1,"dead, tag missing",2017
2018,25,"519","Lupinus argenteus",68,70,-10,-10,0,1,"dead, tag missing",2017
2018,25,"520","Lupinus argenteus",70,70,-10,-10,0,1,"dead, tag missing",2017
2018,25,"521","Lupinus argenteus",85,73,-10,-10,0,1,"dead, tag missing",2017
2018,25,"522","Lupinus argenteus",88,55,-10,-10,0,1,"dead, tag missing",2017
2018,25,"523","Lupinus argenteus",145,65,-10,-10,0,1,"dead",2018
2018,25,"524","Lupinus argenteus",155,95,-10,-10,0,1,"dead, tag missing",2018
2018,25,"525","Lupinus argenteus",165,100,0,-10,0,1,"dead, tag missing",2017
2018,25,"526","Lupinus argenteus",165,100,10,-10,0,1,"dead, tag missing",2017
2018,25,"527","Lupinus argenteus",170,105,-10,10,0,1,"dead, tag missing",2017
2018,25,"528","Lupinus argenteus",175,108,-10,-10,0,1,"dead, tag missing",2017
2018,25,"529","Lupinus argenteus",185,100,-10,-10,0,1,"dead, tag missing",2017
2018,25,"530","Lupinus argenteus",195,103,0,-10,0,1,"dead, tag missing",2017
2018,27,"1225","Heterotheca villosa",2,150,-10,-10,0,1,"dead, tag missing",2017
2018,27,"1228","Eriogonum umbellatum",18,136,-10,-10,0,1,"dead, tag missing",2017
2018,27,"1930","Ivesia gordonii",21,116,-10,-10,0,1,"dead",2018
2018,27,"1931","Eriogonum umbellatum",5,148,0,10,0,1,"dead",2018
2018,27,"1932","Eriogonum umbellatum",15,152,0,10,0,1,"dead, tag missing",2018
2018,27,"1933","Eriogonum umbellatum",13,150,0,10,0,1,"dead",2018
2018,27,"1935","Eriogonum umbellatum",134,102,-10,-10,0,1,"dead",2018
2018,27,"537","Heterotheca villosa",110,85,0,-10,0,1,"dead",2017
2018,27,"546","Ivesia gordonii",5,152,10,-10,0,1,"dead",2018
2018,27,"559","Ivesia gordonii",50,95,-10,-10,0,1,"dead, tag missing",2017
2018,27,"560","Ivesia gordonii",60,90,10,0,0,1,"dead, tag missing",2017
2018,27,"561","Ivesia gordonii",59,93,10,0,0,1,"dead, tag missing",2017
2018,27,"562","Ivesia gordonii",11,162,10,-10,0,1,"dead, tag missing",2017
2018,28,"1230","Lupinus argenteus",174,183,-10,-10,0,1,"dead, tag missing",2017
2018,28,"1231","Lupinus argenteus",163,154,-10,-10,0,1,"dead, tag missing",2017
2018,28,"1232","Lupinus argenteus",176,182,-10,-10,0,1,"dead, tag missing",2017
2018,28,"1630","Ivesia gordonii",130,81,-10,-10,0,1,"dead",2018
2018,28,"1631","Phacelia hastata",68,94,-10,-10,0,1,"dead",2018
2018,28,"1632","Heterotheca villosa",155,116,-10,-10,0,1,"dead",2018
2018,28,"1633","Phacelia hastata",170,136,-10,-10,0,1,"dead",2018
2018,28,"1939","Eriogonum umbellatum",20,20,-10,-10,0,1,"dead",2018
2018,28,"1940","Eriogonum umbellatum",40,17,0,-10,0,1,"dead",2018
2018,28,"1941","Agoseris glauca",32,27,-10,-10,0,1,"dead, tag missing",2018
2018,28,"1942","Eriogonum umbellatum",137,149,-10,-10,0,1,"dead",2018
2018,28,"1943","Ivesia gordonii",179,175,-10,-10,0,1,"dead",2018
2018,28,"1944","Eriogonum umbellatum",162,101,-10,-10,0,1,"dead",2018
2018,28,"1945","Ivesia gordonii",183,101,-10,-10,0,1,"dead",2018
2018,28,"1946","Heterotheca villosa",186,42,-10,-10,0,1,"dead",2018
2018,28,"1947","Phacelia hastata",192,15,-10,-10,0,1,"dead",2018
2018,28,"2176","Eriogonum umbellatum",180,105,-10,-10,0,1,"dead",2018
2018,28,"2177","Chaenactis douglasii",182,105,-10,-10,0,1,"dead",2018
2018,28,"565","Arnica latifolia",1,15,0,-10,0,1,"dead, tag missing",2017
2018,28,"569","Elymus lanceolatus",34.25,29.375,-10,-10,0,1,"dead",2018
2018,28,"573","Elymus lanceolatus",20,45,10,-5,0,1,"dead",2018
2018,28,"574","Pseudocymopterus montanus",15,54,-10,10,0,1,"dead",2018
2018,28,"575","Elymus lanceolatus",10,50,-10,-10,0,1,"dead, tag missing",2018
2018,28,"577","Elymus lanceolatus",25,65,5,5,0,1,"dead",2018
2018,28,"578","Ivesia gordonii",145,25,-10,-10,0,1,"dead",2018
2018,28,"579","Lupinus argenteus",145,30,-10,-10,0,1,"dead",2018
2018,28,"580","Ivesia gordonii",155,60,-10,-10,0,1,"dead",2018
2018,28,"581","Eriogonum umbellatum",170,85,-10,-10,0,1,"dead",2018
2018,28,"582","Ivesia gordonii",160,95,-10,-10,0,1,"dead",2018
2018,28,"583","Ivesia gordonii",165,100,10,-10,0,1,"dead",2018
2018,28,"584","Ivesia gordonii",190,105,-10,-10,0,1,"dead",2018
2018,28,"585","Ivesia gordonii",170,105,-10,-10,0,1,"dead",2018
2018,28,"586","Ivesia gordonii",170,105,-10,-10,0,1,"dead",2018
2018,28,"588","Arenaria congesta",185,115,-10,-10,0,1,"dead",2018
2018,28,"591","Ivesia gordonii",180,185,-10,-10,0,1,"dead",2018
2018,28,"593","Ivesia gordonii",140,145,-10,-10,0,1,"dead",2018
2018,28,"594","Agoseris glauca",150,130,10,0,0,1,"dead",2018
2018,28,"595","Elymus lanceolatus",150,128,10,0,0,1,"dead",2018
2018,28,"598","Phacelia hastata",135,120,0,-10,0,1,"dead, tag missing",2018
2018,28,"600","Ivesia gordonii",130,95,-10,-10,0,1,"dead",2018
2018,28,"601","Ivesia gordonii",128,100,-10,-10,0,1,"dead, tag missing",2018
2018,28,"604","Ivesia gordonii",110,105,-10,-10,0,1,"dead",2018
2018,28,"606","Ivesia gordonii",125,143,-10,-10,0,1,"dead",2018
2018,28,"607","Ivesia gordonii",115,130,-10,-10,0,1,"dead",2018
2018,28,"608","Phacelia hastata",120,133,-10,-10,0,1,"dead, tag missing",2017
2018,28,"609","Eriogonum umbellatum",90,145,-10,-10,0,1,"dead, tag missing",2017
2018,28,"610","Phacelia hastata",70,130,-10,-10,0,1,"dead",2018
2018,28,"611","Ivesia gordonii",80,85,-10,-10,0,1,"dead, tag missing",2017
2018,28,"612","Ivesia gordonii",75,90,-10,-10,0,1,"dead",2018
2018,29,"1233","Lupinus argenteus",147,110,-10,-10,0,1,"dead",2018
2018,29,"1234","Lupinus argenteus",157,166,-10,-10,0,1,"dead, tag missing",2017
2018,29,"1235","Lupinus argenteus",198,165,-10,-10,0,1,"dead",2018
2018,29,"1236","Lupinus argenteus",24,188,-10,-10,0,1,"dead, tag missing",2017
2018,29,"1634","Phacelia hastata",39,190,-10,-10,0,1,"dead, tag missing",2017
2018,29,"1635","Lupinus argenteus",65,165,-10,-10,0,1,"dead",2018
2018,29,"1948","Lupinus argenteus",8,9,-10,-10,0,1,"dead",2018
2018,29,"1949","Lupinus argenteus",52,78,-10,-10,0,1,"dead. New position",2018
2018,29,"1950","Lupinus argenteus",4,169,0,-10,0,1,"dead",2018
2018,29,"1951","Chaenactis douglasii",8,177,-10,-10,0,1,"dead",2018
2018,29,"1954","Eriogonum umbellatum",15,181,-10,-10,0,1,"dead",2018
2018,29,"1957","Lupinus argenteus",128,108,-10,-10,0,1,"dead",2018
2018,29,"1958","Lupinus argenteus",177,107,-10,-10,0,1,"dead",2018
2018,29,"1959","Lupinus argenteus",198,107,-10,-10,0,1,"dead",2018
2018,29,"1961","Chaenactis douglasii",171,58,-10,-10,0,1,"dead",2018
2018,29,"1962","Lupinus argenteus",158,25,-10,-10,0,1,"dead, tag missing",2018
2018,29,"613","Lupinus argenteus",140,10,-10,0,0,1,"dead, tag missing",2017
2018,29,"614","Lupinus argenteus",139,5,-10,0,0,1,"dead, tag missing",2017
2018,29,"615","Lupinus argenteus",163,30,-10,-10,0,1,"dead",2018
2018,29,"616","Lupinus argenteus",166,31,-10,-10,0,1,"dead, tag missing",2017
2018,29,"617","Lupinus argenteus",153,35,-10,-10,0,1,"dead, tag missing",2017
2018,29,"618","Lupinus argenteus",154,40,-10,-10,0,1,"dead, tag missing",2017
2018,29,"619","Lupinus argenteus",155,55,-10,-10,0,1,"dead, tag missing",2017
2018,29,"620","Lupinus argenteus",195,50,-10,-10,0,1,"dead, tag missing",2017
2018,29,"621","Lupinus argenteus",175,55,-10,-10,0,1,"dead, tag missing",2017
2018,29,"622","Lupinus argenteus",178,63,-10,-10,0,1,"dead, tag missing",2017
2018,29,"623","Lupinus argenteus",180,65,0,-5,0,1,"dead, tag missing",2017
2018,29,"624","Lupinus argenteus",185,70,0,-10,0,1,"dead, tag missing",2017
2018,29,"625","Lupinus argenteus",170,70,-10,-10,0,1,"dead, tag missing",2017
2018,29,"626","Lupinus argenteus",170,80,-10,0,0,1,"dead",2018
2018,29,"627","Lupinus argenteus",180,80,10,10,0,1,"dead, tag missing",2017
2018,29,"628","Elymus lanceolatus",180,82,10,10,0,1,"dead",2018
2018,29,"629","Elymus lanceolatus",180,84,10,10,0,1,"dead",2018
2018,29,"630","Lupinus argenteus",182,75,-10,-10,0,1,"dead, tag missing",2017
2018,29,"633","Lupinus argenteus",170,105,-10,-10,0,1,"dead, tag missing",2017
2018,29,"634","Lupinus argenteus",140,105,-10,-10,0,1,"dead, tag missing",2017
2018,29,"635","Lupinus argenteus",115,110,-10,-10,0,1,"dead, tag missing",2017
2018,29,"636","Lupinus argenteus",110,115,-10,-10,0,1,"dead, tag missing",2018
2018,29,"637","Lupinus argenteus",130,120,-10,-10,0,1,"dead, tag missing",2017
2018,29,"638","Lupinus argenteus",134,122,-10,-10,0,1,"dead, tag missing",2017
2018,29,"639","Lupinus argenteus",140,122,-10,-10,0,1,"dead, tag missing",2017
2018,29,"640","Lupinus argenteus",170,150,-10,-10,0,1,"dead, tag missing",2017
2018,29,"641","Lupinus argenteus",165,150,-10,-10,0,1,"dead, tag missing",2017
2018,29,"643","Lupinus argenteus",150,170,-10,-10,0,1,"dead, tag missing",2017
2018,29,"644","Lupinus argenteus",155,195,-10,-10,0,1,"dead",2018
2018,29,"645","Lupinus argenteus",115,190,-10,-10,0,1,"dead",2018
2018,29,"647","Lupinus argenteus",65,180,-10,-10,0,1,"dead, tag missing",2017
2018,29,"648","Lupinus argenteus",70,170,-10,-10,0,1,"dead, tag missing",2017
2018,29,"649","Lupinus argenteus",60,165,-10,-10,0,1,"dead, tag missing",2017
2018,29,"650","Lupinus argenteus",65,165,-10,-10,0,1,"dead, tag missing",2017
2018,29,"653","Lupinus argenteus",40,175,-10,-10,0,1,"dead",2018
2018,31,"1238","Lupinus argenteus",133,58,-10,-10,0,1,"dead, tag missing",2017
2018,31,"1636","Senecio crassulus",135,30,-10,-10,0,1,"dead, tag missing",2017
2018,31,"1637","Eriogonum umbellatum",55,181,-10,-10,0,1,"dead, tag missing",2018
2018,31,"1638","Eriogonum umbellatum",54.5,181.5,-10,-10,0,1,"dead",2018
2018,31,"1639","Eriogonum umbellatum",54,182,-10,-10,0,1,"dead",2018
2018,31,"1963","Agoseris glauca",135,5,-10,-10,0,1,"dead",2018
2018,31,"666","Elymus lanceolatus",121,10,-10,-10,0,1,"dead, tag missing",2018
2018,32,"1247","Lupinus argenteus",165,148,-10,-10,0,1,"dead, tag missing",2017
2018,32,"1965","Ivesia gordonii",168,75,-10,-10,0,1,"dead",2018
2018,32,"682","Ivesia gordonii",61,15,-10,-10,0,1,"dead",2018
2018,32,"687","Ivesia gordonii",175,85,-10,-10,0,1,"dead",2018
2018,32,"690","Ivesia gordonii",40,140,-10,-10,0,1,"dead",2018
2018,32,"691","Ivesia gordonii",25,75,-10,-10,0,1,"dead",2018
2018,33,"1253","Lupinus argenteus",158,182,-10,-10,0,1,"dead, tag missing",2017
2018,33,"1254","Lupinus argenteus",169,187,-10,-10,0,1,"dead, tag missing",2017
2018,33,"1257","Lupinus argenteus",169,194,-10,-10,0,1,"dead, tag missing",2017
2018,33,"1258","Lupinus argenteus",142,169,-10,-10,0,1,"dead, tag missing",2017
2018,33,"1259","Lupinus argenteus",140,185,-10,-10,0,1,"dead, tag missing",2017
2018,33,"1260","Lupinus argenteus",133,186,-10,-10,0,1,"dead, tag missing",2017
2018,33,"1263","Elymus lanceolatus",108,174,-10,-10,0,1,"dead, tag missing",2018
2018,33,"1642","Lupinus argenteus",29,164,-10,-10,0,1,"dead",2018
2018,33,"1643","Lupinus argenteus",27,190,-10,-10,0,1,"dead, tag missing",2017
2018,33,"1646","Heterotheca villosa",70,144,-10,-10,0,1,"dead, tag missing",2017
2018,33,"1969","Lupinus argenteus",80,155,-10,-10,0,1,"dead, tag missing",2018
2018,33,"1972","Eriogonum umbellatum",79,186,-10,-10,0,1,"dead",2018
2018,33,"1973","Chaenactis douglasii",77,191,-10,-10,0,1,"dead",2018
2018,33,"1977","Heterotheca villosa",179,99,-10,-10,0,1,"dead",2018
2018,33,"1978","Lupinus argenteus",55,155,-10,-10,0,1,"dead",2018
2018,33,"1984","Poa stenantha",124,142,-10,-10,0,1,"dead",2018
2018,33,"1985","Lupinus argenteus",151,134,-10,-10,0,1,"dead",2018
2018,33,"1986","Eriogonum umbellatum",109,127,-10,-10,0,1,"dead",2018
2018,33,"1987","Eriogonum umbellatum",119,128,-10,-10,0,1,"dead",2018
2018,33,"1988","Agoseris glauca",124,124,-10,-10,0,1,"dead",2018
